Final_Alginate_Conc_(%w/v),CaCl2_Conc_(mM),Physical_Crosslinking_Durantion_(s),Extrusion_Pressure (kPa),Outer_Nozzle_Inner_Diameter_(µm),Fiber_Diameter_(µm),Cell_Density_(cells/mL),Syringe_Temperature_(°C),Substrate_Temperature_(°C),Days_Observed,Cell_Culture_Medium_Used?_N,Cell_Culture_Medium_Used?_Y,DI_Water_Used?_N,DI_Water_Used?_Y,Precrosslinking_Solution_Used?_N,Precrosslinking_Solution_Used?_Y,Saline_Solution_Used?_N,Saline_Solution_Used?_Y,EtOH_Solution_Used?_N,EtOH_Solution_Used?_Y,Photoinitiator_Used?_N,Photoinitiator_Used?_Y,Enzymatic_Crosslinker_Used?_N,Enzymatic_Crosslinker_Used?_Y,Matrigel_Used?_N,Matrigel_Used?_Y,Conical_or_Straight_Nozzle_C,Conical_or_Straight_Nozzle_S,Primary/Not_Primary_Not_Primary,Primary/Not_Primary_Primary,Acceptable_Viability_(Yes/No)
0.05,0.11097547442015315,0.2,0.23389830508474574,0.03830752802989855,0.28128011089662064,0.19732441471571904,0.45000000000000007,0.5522388059701493,0.03333333333333333,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,N
0.05,0.11097547442015315,0.2,0.23389830508474574,0.03830752802989855,0.2955979436945064,0.19732441471571904,0.45000000000000007,0.5522388059701493,0.4666666666666667,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,N
0.05,0.11097547442015315,0.2,0.23389830508474574,0.03830752802989855,0.2955979436945064,0.19732441471571904,0.45000000000000007,0.5522388059701493,0.9333333333333333,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,Y
0.05,0.11097547442015315,0.2,0.13559322033898302,0.032301121195942334,0.28128011089662064,0.19732441471571904,0.45000000000000007,0.5522388059701493,0.03333333333333333,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,N
0.05,0.11097547442015315,0.2,0.13559322033898302,0.032301121195942334,0.2955979436945064,0.19732441471571904,0.45000000000000007,0.5522388059701493,0.4666666666666667,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,N
0.05,0.11097547442015315,0.2,0.13559322033898302,0.032301121195942334,0.2955979436945064,0.19732441471571904,0.45000000000000007,0.5522388059701493,0.9333333333333333,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,N
0.05,0.11097547442015315,0.2,0.13559322033898302,0.13240790176187933,0.28128011089662064,0.19732441471571904,0.45000000000000007,0.5522388059701493,0.03333333333333333,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,N
0.05,0.11097547442015315,0.2,0.13559322033898302,0.13240790176187933,0.2955979436945064,0.19732441471571904,0.45000000000000007,0.5522388059701493,0.4666666666666667,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,N
0.05,0.11097547442015315,0.2,0.13559322033898302,0.13240790176187933,0.2955979436945064,0.19732441471571904,0.45000000000000007,0.5522388059701493,0.9333333333333333,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,N
0.1,0.02219509488403063,0.3,0.0847457627118644,0.06567004805125466,0.07663498358622574,0.030100334448160532,0.45000000000000007,0.5522388059701493,0.03333333333333333,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,Y
0.1,0.02219509488403063,0.3,0.0847457627118644,0.06567004805125466,0.08402030613353138,0.030100334448160532,0.45000000000000007,0.5522388059701493,0.13333333333333333,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,Y
0.1,0.02219509488403063,0.3,0.0847457627118644,0.06567004805125466,0.09125497931198784,0.030100334448160532,0.45000000000000007,0.5522388059701493,0.3333333333333333,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,Y
0.1,0.02219509488403063,0.3,0.0847457627118644,0.06567004805125466,0.07657542453342488,0.030100334448160532,0.45000000000000007,0.5522388059701493,0.03333333333333333,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,Y
0.1,0.02219509488403063,0.3,0.0847457627118644,0.06567004805125466,0.0804993150708928,0.030100334448160532,0.45000000000000007,0.5522388059701493,0.13333333333333333,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,Y
0.1,0.02219509488403063,0.3,0.0847457627118644,0.06567004805125466,0.0800298495958743,0.030100334448160532,0.45000000000000007,0.5522388059701493,0.3333333333333333,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,Y
0.1,0.0,0.00625,0.05084745762711865,0.2058195408435664,0.3139894872432684,0.19732441471571904,0.45000000000000007,0.01492537313432836,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,Y
0.1,0.0,0.00625,0.05084745762711865,0.2058195408435664,0.3139894872432684,0.19732441471571904,0.45000000000000007,0.01492537313432836,0.004166666666666667,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,Y
0.1,0.0,0.00625,0.05084745762711865,0.2058195408435664,0.3139894872432684,0.19732441471571904,0.45000000000000007,0.01492537313432836,0.13333333333333333,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,Y
0.1,0.0,0.00625,0.05084745762711865,0.2058195408435664,0.3139894872432684,0.19732441471571904,0.45000000000000007,0.01492537313432836,0.23333333333333334,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,Y
0.025,0.09987792697813783,0.16666666666666666,0.11864406779661017,0.13240790176187933,0.17609412899556576,0.4983277591973244,0.45000000000000007,0.5522388059701493,0.03333333333333333,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,N
0.025,0.09987792697813783,0.16666666666666666,0.11864406779661017,0.13240790176187933,0.13162200321618886,0.4983277591973244,0.45000000000000007,0.5522388059701493,0.23333333333333334,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,Y
0.2,0.11097547442015315,0.16666666666666666,0.35412138531073445,0.099038974906567,0.1948667103433054,0.030100334448160532,0.45000000000000007,0.5522388059701493,0.03333333333333333,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,Y
0.2,0.11097547442015315,0.16666666666666666,0.41703550960451974,0.099038974906567,0.0,0.030100334448160532,0.45000000000000007,0.5522388059701493,0.23333333333333334,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,Y
0.2,0.11097547442015315,0.16666666666666666,0.3217037129943503,0.099038974906567,0.19046985085712484,0.030100334448160532,0.45000000000000007,0.5522388059701493,0.03333333333333333,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,Y
0.2,0.11097547442015315,0.16666666666666666,0.3123489107344633,0.099038974906567,0.18482925820951476,0.030100334448160532,0.45000000000000007,0.5522388059701493,0.23333333333333334,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,Y
0.125,0.011097547442015314,0.08333333333333333,0.3971333333333333,0.19914575547250396,0.13726901889890494,0.0,0.8250000000000001,0.044776119402985065,0.03333333333333333,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,Y
0.125,0.011097547442015314,0.08333333333333333,0.3971333333333333,0.19914575547250396,0.14112843384215448,0.0,0.8250000000000001,0.044776119402985065,0.13333333333333333,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,Y
0.125,0.011097547442015314,0.08333333333333333,0.3971333333333333,0.19914575547250396,0.1409714782206558,0.0,0.8250000000000001,0.044776119402985065,0.23333333333333334,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,N
0.17500000000000002,0.055487737210076576,0.25,0.6610169491525424,0.10571276027762945,0.17443173072768317,0.6655518394648829,0.42500000000000004,0.5522388059701493,0.9333333333333333,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,N
0.0,0.0,0.25,0.6610169491525424,0.10571276027762945,0.17443173072768317,0.6655518394648829,0.8250000000000001,0.5522388059701493,0.9333333333333333,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,N
0.0,0.0,0.5,0.4576271186440678,0.10571276027762945,0.17443173072768323,0.6655518394648829,0.42500000000000004,0.5522388059701493,0.9333333333333333,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,N
0.0,0.0,0.5,0.18644067796610167,0.10571276027762945,0.17443173072768317,0.6655518394648829,0.6000000000000001,0.5522388059701493,0.9333333333333333,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,N
0.15000000000000002,0.0,0.0,0.30242711864406774,0.099038974906567,0.1302632043003972,0.013377926421404682,0.45000000000000007,0.5522388059701493,0.03333333333333333,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,Y
0.15000000000000002,0.0,0.0,0.30242711864406774,0.099038974906567,0.1302632043003972,0.013377926421404682,0.45000000000000007,0.5522388059701493,0.06666666666666667,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,Y
0.15000000000000002,0.0,0.0,0.30242711864406774,0.099038974906567,0.13061261741016222,0.013377926421404682,0.45000000000000007,0.5522388059701493,0.23333333333333334,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,Y
0.15000000000000002,0.0,0.0,0.30242711864406774,0.099038974906567,0.1302632043003972,0.013377926421404682,0.45000000000000007,0.5522388059701493,0.03333333333333333,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,Y
0.15000000000000002,0.0,0.0,0.30242711864406774,0.099038974906567,0.1302632043003972,0.013377926421404682,0.45000000000000007,0.5522388059701493,0.06666666666666667,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,Y
0.15000000000000002,0.0,0.0,0.30242711864406774,0.099038974906567,0.13061261741016222,0.013377926421404682,0.45000000000000007,0.5522388059701493,0.23333333333333334,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,Y
0.15000000000000002,0.0,0.0,0.30242711864406774,0.099038974906567,0.1302632043003972,0.013377926421404682,0.45000000000000007,0.5522388059701493,0.03333333333333333,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,Y
0.15000000000000002,0.0,0.0,0.30242711864406774,0.099038974906567,0.1302632043003972,0.013377926421404682,0.45000000000000007,0.5522388059701493,0.06666666666666667,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,Y
0.15000000000000002,0.0,0.0,0.30242711864406774,0.099038974906567,0.13061261741016222,0.013377926421404682,0.45000000000000007,0.5522388059701493,0.23333333333333334,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,Y
0.15000000000000002,0.0,0.0,0.30242711864406774,0.099038974906567,0.1302632043003972,0.013377926421404682,0.45000000000000007,0.5522388059701493,0.03333333333333333,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,Y
0.15000000000000002,0.0,0.0,0.30242711864406774,0.099038974906567,0.1302632043003972,0.013377926421404682,0.45000000000000007,0.5522388059701493,0.06666666666666667,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,Y
0.15000000000000002,0.0,0.0,0.30242711864406774,0.099038974906567,0.13061261741016222,0.013377926421404682,0.45000000000000007,0.5522388059701493,0.23333333333333334,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,Y
0.15000000000000002,0.0,0.0,0.30242711864406774,0.099038974906567,0.1302632043003972,0.013377926421404682,0.45000000000000007,0.5522388059701493,0.03333333333333333,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,Y
0.15000000000000002,0.0,0.0,0.30242711864406774,0.099038974906567,0.1302632043003972,0.013377926421404682,0.45000000000000007,0.5522388059701493,0.06666666666666667,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,Y
0.15000000000000002,0.0,0.0,0.30242711864406774,0.099038974906567,0.13061261741016222,0.013377926421404682,0.45000000000000007,0.5522388059701493,0.23333333333333334,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,Y
0.5,0.17538194059112938,0.10222222222222223,0.6670056497175142,0.10571276027762945,0.08598442355595572,0.3311036789297659,0.45000000000000007,0.5522388059701493,0.4666666666666667,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,N
0.5,0.17538194059112938,0.10222222222222223,0.6670056497175142,0.10571276027762945,0.08598442355595572,0.3311036789297659,0.45000000000000007,0.5522388059701493,0.4666666666666667,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,N
0.5,0.17538194059112938,0.10222222222222223,0.6670056497175142,0.10571276027762945,0.08598442355595572,0.3311036789297659,0.45000000000000007,0.5522388059701493,0.4666666666666667,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,Y
0.15000000000000002,0.1307032145895757,0.25,0.5099435028248588,0.7330485851575013,0.170462528597104,1.0,0.45000000000000007,0.5522388059701493,0.1,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,Y
0.15000000000000002,0.1307032145895757,0.25,0.5076836158192091,0.7330485851575013,0.17046252859710403,1.0,0.45000000000000007,0.5522388059701493,0.3,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,Y
0.15000000000000002,0.1307032145895757,0.25,0.5099435028248588,0.7330485851575013,0.170462528597104,1.0,0.45000000000000007,0.5522388059701493,0.1,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,Y
0.15000000000000002,0.1307032145895757,0.25,0.5076836158192091,0.7330485851575013,0.17046252859710403,1.0,0.45000000000000007,0.5522388059701493,0.3,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,Y
0.0,0.0,0.0,0.36305084745762706,0.7330485851575013,0.15757797856574793,1.0,0.45000000000000007,0.5522388059701493,0.1,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,Y
0.0,0.0,0.0,0.36305084745762706,0.7330485851575013,0.1569139535182467,1.0,0.45000000000000007,0.5522388059701493,0.3,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,Y
0.0,0.0,0.0,0.36305084745762706,0.7330485851575013,0.15757797856574793,1.0,0.45000000000000007,0.5522388059701493,0.1,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,Y
0.0,0.0,0.0,0.36305084745762706,0.7330485851575013,0.1569139535182467,1.0,0.45000000000000007,0.5522388059701493,0.3,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,Y
0.15000000000000002,0.11097547442015315,0.16666666666666666,0.28813559322033894,0.2058195408435664,0.24727166986066684,0.02006688963210702,0.45000000000000007,0.5522388059701493,0.7,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,N
0.15000000000000002,0.11097547442015315,0.16666666666666666,0.28813559322033894,0.2058195408435664,0.20962299119577063,0.02006688963210702,0.45000000000000007,0.5522388059701493,0.23333333333333334,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,N
0.15000000000000002,0.11097547442015315,0.16666666666666666,0.28813559322033894,0.2058195408435664,0.15858902268265654,0.02006688963210702,0.45000000000000007,0.5522388059701493,0.03333333333333333,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,N
0.15000000000000002,0.11097547442015315,0.16666666666666666,0.28813559322033894,0.2058195408435664,0.15858902268265654,0.02006688963210702,0.45000000000000007,0.5522388059701493,0.03333333333333333,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,N
0.15000000000000002,0.11097547442015315,0.16666666666666666,0.28813559322033894,0.2058195408435664,0.2244395317957755,0.02006688963210702,0.45000000000000007,0.5522388059701493,0.23333333333333334,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,N
0.15000000000000002,0.11097547442015315,0.16666666666666666,0.28813559322033894,0.2058195408435664,0.2951781691547169,0.02006688963210702,0.45000000000000007,0.5522388059701493,0.7,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,N
0.15000000000000002,0.11097547442015315,0.16666666666666666,0.28813559322033894,0.2058195408435664,0.09614863136800138,0.02006688963210702,0.45000000000000007,0.5522388059701493,0.03333333333333333,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,N
0.15000000000000002,0.11097547442015315,0.16666666666666666,0.28813559322033894,0.2058195408435664,0.09284555636913999,0.02006688963210702,0.45000000000000007,0.5522388059701493,0.23333333333333334,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,N
0.15000000000000002,0.11097547442015315,0.16666666666666666,0.28813559322033894,0.2058195408435664,0.15858902268265654,0.02006688963210702,0.45000000000000007,0.5522388059701493,0.7,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,N
0.15000000000000002,0.11097547442015315,0.16666666666666666,0.28813559322033894,0.2058195408435664,0.10292855366095484,0.02006688963210702,0.45000000000000007,0.5522388059701493,0.03333333333333333,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,N
0.15000000000000002,0.11097547442015315,0.16666666666666666,0.28813559322033894,0.2058195408435664,0.09821988501599335,0.02006688963210702,0.45000000000000007,0.5522388059701493,0.23333333333333334,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,N
0.15000000000000002,0.11097547442015315,0.16666666666666666,0.28813559322033894,0.2058195408435664,0.15858902268265654,0.02006688963210702,0.45000000000000007,0.5522388059701493,0.7,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,N
0.15000000000000002,0.11097547442015315,0.16666666666666666,0.28813559322033894,0.2058195408435664,0.15858902268265654,0.02006688963210702,0.45000000000000007,0.5522388059701493,0.03333333333333333,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,N
0.15000000000000002,0.11097547442015315,0.16666666666666666,0.28813559322033894,0.2058195408435664,0.15858902268265654,0.02006688963210702,0.45000000000000007,0.5522388059701493,0.23333333333333334,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,N
0.15000000000000002,0.11097547442015315,0.16666666666666666,0.28813559322033894,0.2058195408435664,0.28126937858887086,0.02006688963210702,0.45000000000000007,0.5522388059701493,0.7,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,N
0.15000000000000002,0.11097547442015315,0.16666666666666666,0.28813559322033894,0.2058195408435664,0.09384054289828364,0.02006688963210702,0.45000000000000007,0.5522388059701493,0.03333333333333333,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,N
0.15000000000000002,0.11097547442015315,0.16666666666666666,0.28813559322033894,0.2058195408435664,0.1043229361912336,0.02006688963210702,0.45000000000000007,0.5522388059701493,0.23333333333333334,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,N
0.15000000000000002,0.11097547442015315,0.16666666666666666,0.28813559322033894,0.2058195408435664,0.29262764030536276,0.02006688963210702,0.45000000000000007,0.5522388059701493,0.7,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,N
0.0,0.0,0.0,0.9179661016949153,0.06567004805125466,0.05433537352284791,0.06354515050167224,0.45000000000000007,0.34328358208955223,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,N
0.0,0.0,0.0,0.9179661016949153,0.06567004805125466,0.19285498304902643,0.06354515050167224,0.45000000000000007,0.34328358208955223,0.03333333333333333,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,N
0.0,0.0,0.0,0.9179661016949153,0.06567004805125466,0.14641366915296516,0.06354515050167224,0.45000000000000007,0.34328358208955223,0.1,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,N
0.0,0.0,0.0,0.9179661016949153,0.06567004805125466,0.19285498304902643,0.06354515050167224,0.45000000000000007,0.34328358208955223,0.16666666666666666,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,N
0.0,0.0,0.0,0.9179661016949153,0.06567004805125466,0.19285498304902643,0.06354515050167224,0.45000000000000007,0.34328358208955223,0.23333333333333334,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,Y
0.0,0.0,0.0,0.9179661016949153,0.06567004805125466,0.05967817090645375,0.06354515050167224,0.45000000000000007,0.34328358208955223,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,N
0.0,0.0,0.0,0.9179661016949153,0.06567004805125466,0.19285498304902643,0.06354515050167224,0.45000000000000007,0.34328358208955223,0.03333333333333333,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,N
